OBJECTID,Join_Count,TARGET_FID,JOIN_FID,GRID_ID,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,CRMCYBURG,CRMCYTOTC,TOTPOP_CY,UNEMPRT_CY_I,HISPPOP_CY_P,MEDHINC_CY_I,ACSVET_P,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,ACSHHDIS_P,ACSPUBAI_P,ACSGRNTI50_P,ACSEDNOSCH_P,ACS35NOHI_P,ACSVET_P_1,ACSHSGRAD_P,ACSHHPBLPV_P,X14068_X_I,X14068FY_X_I,source_run,latitude,longitude,address,heading,filename,tent_prediction_count,max_conf,classes_seen,hex_area_sqkm,climate_t2m_2024_c,climate_tmax_2024_c,climate_ppt_2024_mm,tent_ref_point_count,tent_ref_prediction_sum,tent_ref_max_conf,tent_ref_mean_conf,transit_stops_count,hospital_count,fire_station_count,library_count,college_count,public_school_count,private_school_count,recreation_center_count,adult_recreation_count,cool_zone_count,affordable_housing_count,sud_treatment_count,business_sites_count,gas_station_count,police_station_count,food_access_count,lausd_school_site_count,osm_major_road_segments_count,osm_major_road_length_m,nearest_osm_major_road_m,freeway_segments_count,freeway_length_m,nearest_freeway_m,river_drainage_segments_count,river_drainage_length_m,nearest_river_drainage_m,osm_amenity_count,caltrans_highway_segments_count,caltrans_highway_length_m,nearest_caltrans_highway_m,fema_flood_hazard_area_pct,fema_flood_hazard_intersects,la_geohub_100yr_flood_area_pct,la_geohub_100yr_flood_intersects,la_geohub_500yr_flood_area_pct,la_geohub_500yr_flood_intersects,la_geohub_fire_hazard_area_pct,la_geohub_fire_hazard_intersects,heat_exposure_area_pct,heat_exposure_intersects,tree_canopy_proxy_pct,vegetation_proxy_pct,impervious_proxy_pct,water_proxy_pct,bare_ground_proxy_pct,dominant_landcover_class,heat_exposure_proxy_score
1,0,1,-1,I-10,0,US,411,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,89,85,8099,45,49.92,118,2.89,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,23.57,2.12,25.67,5.37,4.36,1.96,14.08,9.85,104,106,,,,,,,,,,1.9425,17.47,29.74,16.36,0,0,,,57,0,0,0,0,1,1,0,0,0,0,2,751,747,0,0,2,43,3904.06,128.42,0,0.0,3741.23,1,1497.94,125.49,9,0,0.0,3769.86,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,2.7,20.34,52.62,6.47,20.58,5,66.02
1509,1,461,1578,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.0445329,-118.24450019,"411 E 5TH ST, 90013",90.0,34.0445328995_-118.244500193_90.jpg,1.0,0.9311,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
1510,1,461,1579,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.0445329,-118.24450019,"411 E 5TH ST, 90013",180.0,34.0445328995_-118.244500193_180.jpg,1.0,0.841,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
1511,1,461,1799,AB-22,31,US,203,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,84,259,23592,176,21.85,62,4.76,10,US,332,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,25.59,7.23,22.98,0.56,4.26,3.43,10.76,27.26,81,81,api_test_workflow_v8_remaining_location_deduped_30pct_after10_2026-05-22,34.04697288,-118.24461934,"339 S WALL ST, 90013",270.0,34.0469728759_-118.244619341_270.jpg,1.0,0.7079,tent,1.9425,17.47,29.74,16.36,0,0,,,739,0,0,3,2,5,0,0,1,0,0,0,8021,7992,1,4,1,192,14308.64,1.15,11,342.78,686.75,0,0.0,1863.83,191,0,0.0,838.05,14.29,1,0.0,0,1.7,1,100.0,1,0.0,0,1.06,9.54,79.68,0.88,9.89,5,85.46
1512,1,462,11,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_10pct_model6_2026-05-06_live,34.04541006,-118.24305098,"400 S SAN PEDRO ST, 90013",0.0,34.0454100636_-118.243050985_0.jpg,1.0,0.8331,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1513,1,462,93,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_20pct_model6_2026-05-07,34.04570909,-118.23983562,"313 S CENTRAL AVE, 90013",90.0,34.0457090862_-118.239835617_90.jpg,1.0,0.6834,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1514,1,462,94,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_20pct_model6_2026-05-07,34.04570909,-118.23983562,"313 S CENTRAL AVE, 90013",270.0,34.0457090862_-118.239835617_270.jpg,1.0,0.805,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1515,1,462,149,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_remaining_model6_2026-05-08,34.04883953,-118.23590354,"633 E 1ST ST, 90012",0.0,34.0488395268_-118.235903544_0.jpg,1.0,0.8427,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1516,1,462,180,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_remaining_model6_2026-05-08,34.0448546,-118.24176554,"472 E 4TH ST, 90013",270.0,34.0448545993_-118.241765537_270.jpg,3.0,0.7949,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1517,1,462,241,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_30pct_model6_2026-05-08,34.04516714,-118.24361828,"427 S SAN PEDRO ST, 90013",0.0,34.0451671418_-118.243618282_0.jpg,1.0,0.8651,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1518,1,462,242,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_30pct_model6_2026-05-08,34.04516714,-118.24361828,"427 S SAN PEDRO ST, 90013",180.0,34.0451671418_-118.243618282_180.jpg,1.0,0.7497,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1519,1,462,286,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_30pct_model6_2026-05-08,34.04192362,-118.24320027,"543 S TOWNE AVE, 90013",270.0,34.0419236185_-118.243200267_270.jpg,1.0,0.9088,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1520,1,462,329,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_5pct_2026-04-25,34.04429779,-118.24189718,"418 S CROCKER ST, 90013",0.0,34.0442977883_-118.241897184_0.jpg,1.0,0.7217,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1521,1,462,330,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_5pct_2026-04-25,34.04429779,-118.24189718,"418 S CROCKER ST, 90013",270.0,34.0442977883_-118.241897184_270.jpg,1.0,0.6362,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1522,1,462,348,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_5pct_2026-04-25,34.03725716,-118.24024445,"1313 E INDUSTRIAL ST, 90021",0.0,34.0372571592_-118.240244449_0.jpg,1.0,0.8034,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1523,1,462,349,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_5pct_2026-04-25,34.03725716,-118.24024445,"1313 E INDUSTRIAL ST, 90021",90.0,34.0372571592_-118.240244449_90.jpg,1.0,0.6623,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1524,1,462,373,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_5pct_fresh_2026-04-28,34.04463337,-118.24344599,"442 S SAN PEDRO ST, 90013",90.0,34.0446333697_-118.243445992_90.jpg,1.0,0.7565,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1525,1,462,374,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_5pct_fresh_2026-04-28,34.04463337,-118.24344599,"442 S SAN PEDRO ST, 90013",180.0,34.0446333697_-118.243445992_180.jpg,1.0,0.6456,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1526,1,462,400,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_5pct_fresh_2026-04-28,34.04250816,-118.24349834,"536 S CROCKER ST, 90013",90.0,34.0425081628_-118.24349834_90.jpg,1.0,0.8984,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1527,1,462,427,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_20pct_model6_2026-05-07,34.04538493,-118.24210772,"390 S OMAR AVE, 90013",0.0,34.0453849312_-118.242107717_0.jpg,1.0,0.7809,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1528,1,462,453,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_20pct_model6_2026-05-07,34.04551714,-118.2422775,"389 S OMAR AVE, 90013",0.0,34.0455171371_-118.2422775_0.jpg,2.0,0.8722,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1529,1,462,463,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_20pct_model6_2026-05-07,34.0415655,-118.24006307,"505 S CENTRAL AVE, 90013",0.0,34.041565499_-118.240063073_0.jpg,2.0,0.8182,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1530,1,462,464,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_20pct_model6_2026-05-07,34.0415655,-118.24006307,"505 S CENTRAL AVE, 90013",180.0,34.041565499_-118.240063073_180.jpg,1.0,0.86,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1531,1,462,465,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_20pct_model6_2026-05-07,34.0415655,-118.24006307,"505 S CENTRAL AVE, 90013",270.0,34.041565499_-118.240063073_270.jpg,2.0,0.9055,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1532,1,462,470,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_20pct_model6_2026-05-07,34.04887917,-118.23610309,"627 E 1ST ST, 90012",90.0,34.0488791688_-118.236103092_90.jpg,1.0,0.705,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1533,1,462,476,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_20pct_model6_2026-05-07,34.04202436,-118.24312098,"539 S TOWNE AVE, 90013",90.0,34.0420243581_-118.243120984_90.jpg,1.0,0.6637,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1534,1,462,477,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_20pct_model6_2026-05-07,34.04202436,-118.24312098,"539 S TOWNE AVE, 90013",180.0,34.0420243581_-118.243120984_180.jpg,1.0,0.7843,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1535,1,462,644,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_remaining_model6_2026-05-08,34.04391274,-118.24448258,"505 S SAN PEDRO ST, 90013",0.0,34.0439127445_-118.244482575_0.jpg,2.0,0.8945,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1536,1,462,645,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_remaining_model6_2026-05-08,34.04391274,-118.24448258,"505 S SAN PEDRO ST, 90013",90.0,34.0439127445_-118.244482575_90.jpg,2.0,0.8475,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1537,1,462,646,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_remaining_model6_2026-05-08,34.04391274,-118.24448258,"505 S SAN PEDRO ST, 90013",180.0,34.0439127445_-118.244482575_180.jpg,2.0,0.8159,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
1538,1,462,652,AC-22,32,US,204,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,69,200,11206,143,26.31,79,5.91,11,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.71,6.42,26.27,1.63,5.49,4.61,18.1,24.58,97,99,api_test_workflow_v2_remaining_model6_2026-05-08,34.03980724,-118.24101917,"905 E 6TH ST, 90021",180.0,34.0398072421_-118.241019174_180.jpg,3.0,0.8954,tent,1.9425,17.47,29.74,16.36,0,0,,,123,0,0,0,1,0,0,0,1,0,0,2,1786,1912,0,7,0,67,6327.64,33.85,0,0.0,1107.5,2,863.97,630.42,62,0,0.0,1164.92,4.34,1,2.32,1,1.14,1,100.0,1,0.0,0,0.12,3.54,86.62,0.41,9.43,5,90.6
